tenure_months,monthly_charge,total_charges,support_tickets,late_payments,avg_monthly_usage_gb,num_products,customer_age,has_streaming,has_security_pack,is_promo,contract_type_bianual,contract_type_mensual,payment_method_debito,payment_method_efectivo,payment_method_transferencia,internet_service_fibra,internet_service_movil,internet_service_ninguno,region_norte,region_oeste,region_sur,churn
0.3159416013146071,-1.4436840633282466,-0.4121656732673804,-0.5468733707000353,0.3694723117173661,0.09076954021489916,0.4304910303686859,-0.8504725925426604,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-1.314291649009275,1.1228676124337074,-1.20509009411386,-0.5468733707000353,-0.8242992931852708,-0.04145334140652869,1.333461204188688,-1.4762069883401465,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.01969465610501573,0.7633050948693154,0.3339155642510969,0.21851973034969926,-0.8242992931852708,-0.20728877792712497,1.333461204188688,-0.6229328122526655,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.06764269287924755,0.9645486124518665,0.4385630431676777,0.21851973034969926,-0.8242992931852708,-0.7015553231612831,0.4304910303686859,-0.054083361527678134,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.0831101897023163,-0.6794046655285857,0.5505885642561401,0.21851973034969926,2.7570155215226397,1.8728424056822597,-0.47247914345131603,-1.1917822629776527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-1.2183955754608113,-0.5049192887880362,-1.2259977575704708,-1.3122664717497698,-0.8242992931852708,0.37019921347304674,-1.375449317271318,-1.0211274277601565,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.07620141744344792,-1.5774747675382528,-0.6347269802102959,-1.3122664717497698,-0.8242992931852708,0.3272723361319399,1.333461204188688,-0.45227797703516925,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.3638896380888389,-2.764867267402059,-1.1166499071396887,0.21851973034969926,0.3694723117173661,-2.1560070209969893,0.4304910303686859,-1.7037467686301413,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.131058226476548,-2.026231087909316,-0.33569473834576513,-1.3122664717497698,1.563243916620003,-1.3347267639426075,-0.47247914345131603,1.595580045574785,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-1.2663436122350433,-1.6828349471036328,-1.2628494407945157,-1.3122664717497698,1.563243916620003,-0.1635519595041106,1.333461204188688,1.424925210357289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.3707984103477073,-0.19775813037256312,1.1205728230786416,0.9839128313994338,-0.8242992931852708,-0.33282964562281453,-0.47247914345131603,-0.28162314181767306,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-1.314291649009275,-0.31984214796419413,-1.220719471525835,0.21851973034969926,-0.8242992931852708,-0.45027110249942726,0.4304910303686859,-0.28162314181767306,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-1.601979869654666,-0.386737500069197,-1.27813206948823,-0.5468733707000353,1.563243916620003,-1.3351317344835616,0.4304910303686859,0.7423058694873041,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-1.4101877225577388,-1.4498161372712053,-1.3885265873463546,-0.5468733707000353,-0.8242992931852708,-1.6232682743722164,1.333461204188688,-1.0780123728326554,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.9392660793796208,-0.6387099929980423,0.4733406553547183,0.21851973034969926,0.3694723117173661,0.45483805653239884,-1.375449317271318,-0.5660478671801668,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.1635387664277112,0.3736396688576716,0.12315013500160707,-0.5468733707000353,0.3694723117173661,1.2963668406344726,1.333461204188688,1.0267305948497978,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.5950710973957977,-0.6208712324367082,-0.5781748327709925,-0.5468733707000353,-0.8242992931852708,0.3544053623758471,-1.375449317271318,0.7423058694873041,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.1224995019123478,1.5153203447830588,-0.827397263384623,0.9839128313994338,0.3694723117173661,-1.5910731163663867,0.4304910303686859,1.0836155399222964,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.5625905574446346,0.3535710632261707,1.5106779736671008,0.9839128313994338,-0.8242992931852708,2.571416588827629,-0.47247914345131603,0.6285359793423066,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.01969465610501573,-0.18605144375418753,-0.002796704997768384,1.7493059324491682,1.563243916620003,1.3708814201699782,-0.47247914345131603,0.1734564187623168,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-1.4101877225577388,-1.7324489999148436,-1.3521308144740973,-0.5468733707000353,0.3694723117173661,0.49027297886585963,-1.375449317271318,1.7093499357197826,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.1704475386865796,0.024668915376572415,-1.0016449155832081,0.9839128313994338,-0.8242992931852708,0.37404643361210815,-1.375449317271318,-1.362437098195149,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.5146425206704028,-0.19887305290764667,1.0559748211211766,-0.5468733707000353,-0.8242992931852708,-0.9797700847965695,-1.375449317271318,-0.28162314181767306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.22004552776614342,-1.0272604964746022,-0.3070879690892537,-0.5468733707000353,2.7570155215226397,-0.09470696754195819,-1.375449317271318,1.3111553202122914,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.9392660793796208,0.5771130315103898,1.1116344116745867,-0.5468733707000353,-0.8242992931852708,-0.6456693885096538,-0.47247914345131603,-1.3055521531226502,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.2749023367992436,1.4099601652176788,2.1224005041320995,-0.5468733707000353,-0.8242992931852708,1.0736330431098622,-0.47247914345131603,0.23034136383481554,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.9872141161538527,0.04139275340282304,0.894120224964133,-0.5468733707000353,0.3694723117173661,-0.05420991344657447,1.333461204188688,1.3111553202122914,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.70643466776733,0.2370616583099575,1.6814517174105184,0.21851973034969926,0.3694723117173661,0.7923810024174219,-0.47247914345131603,-1.2486672080501515,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-1.3622396857835068,-1.045656718303478,-1.239154945046698,-0.5468733707000353,-0.8242992931852708,1.92670348762912,1.333461204188688,-0.28162314181767306,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.5950710973957977,0.4907065350414276,-0.2747568617477194,0.9839128313994338,-0.8242992931852708,0.6229008310282409,-0.47247914345131603,-0.9642424826876579,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.8433700058311572,0.6601747603741017,1.2821063556076655,0.21851973034969926,0.3694723117173661,0.705919791923778,1.333461204188688,-1.4193220432676477,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.3228503735734753,-2.378546608995665,-0.5087480338481187,-0.5468733707000353,-0.8242992931852708,0.6113591706110567,-1.375449317271318,0.11657147368981806,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.3553309135246385,0.43384548575217435,-0.24822416352821186,-0.5468733707000353,-0.8242992931852708,1.5824785278183584,-0.47247914345131603,-0.6798177573251641,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-1.026603428363884,0.960088922311533,-0.8433862320599798,0.9839128313994338,0.3694723117173661,0.9179218701131118,1.333461204188688,0.1734564187623168,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.40327895029887034,1.4378332285947635,0.10840689320296497,-0.5468733707000353,0.3694723117173661,0.4277050302884917,1.333461204188688,0.7991908145598029,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.9392660793796208,-1.463195207692206,-0.18093564836794626,-0.5468733707000353,0.3694723117173661,-0.3903354624382595,1.333461204188688,0.6854209244148054,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.3622396857835068,0.3396345315376284,-1.1989192511833309,0.21851973034969926,0.3694723117173661,-0.08984732105051224,-0.47247914345131603,1.3111553202122914,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.6105385942188664,-0.8020461443877583,0.7550097762159703,-0.5468733707000353,-0.8242992931852708,0.35865755305586255,0.4304910303686859,0.11657147368981806,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.3553309135246385,-0.15706345784201972,-0.4692636288743164,0.21851973034969926,-0.8242992931852708,-0.7999631646130656,-0.47247914345131603,0.6854209244148054,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.8433700058311572,0.29392270759920996,0.9566120495217919,-0.5468733707000353,-0.8242992931852708,-0.4217206793621818,-0.47247914345131603,-1.2486672080501515,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.5077337484115344,-0.12138593671935136,0.4517138093713445,0.21851973034969926,-0.8242992931852708,-0.7256510703480367,1.333461204188688,0.5147660891973092,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.2594348399761749,0.8145915314831512,0.10067568104026245,0.21851973034969926,0.3694723117173661,-0.04752789952083619,-0.47247914345131603,-0.5660478671801668,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-1.1704475386865796,-0.8761884929708034,-1.0815255462343873,0.9839128313994338,5.144558731327914,0.027594135826100475,1.333461204188688,1.424925210357289,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.6515778587342299,-0.7853223063615073,0.07066265309302665,1.7493059324491682,1.563243916620003,-2.3323716915823853,-1.375449317271318,0.344111253979813,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.17900626325078,-0.45920746484961733,0.8280517515903403,0.21851973034969926,-0.8242992931852708,0.1664990313732666,-0.47247914345131603,0.0028015835448206012,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-1.2663436122350433,0.9082450244301552,-1.0262897596699625,-0.5468733707000353,1.563243916620003,-1.0939717773455515,-1.375449317271318,-0.28162314181767306,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-1.4581357593319706,-1.1917115703994017,-1.259844285236256,2.5146990334989026,-0.8242992931852708,-1.2116157194926411,1.333461204188688,-0.9642424826876579,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.45122698707310216,-0.2674407888152747,-0.5331103419422163,-0.5468733707000353,-0.8242992931852708,0.9954737287057712,-0.47247914345131603,0.28722630890731427,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.5950710973957977,-0.056720429684515176,-0.4832941094187559,0.9839128313994338,-0.8242992931852708,0.8122245589241602,0.4304910303686859,0.6285359793423066,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-1.6978759432031296,-0.23399311276277307,-1.4353184004938742,-0.5468733707000353,-0.8242992931852708,-1.0820251463874133,-1.375449317271318,-0.9073575376151591,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.9786553915896523,-1.3567201055917424,-1.0416173372715996,-0.5468733707000353,-0.8242992931852708,-0.10199643727912724,0.4304910303686859,-1.4762069883401465,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.3707984103477073,0.18633268296366284,1.2671897394498934,-0.5468733707000353,-0.8242992931852708,-0.6013251142752087,-1.375449317271318,-0.1678532516726756,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.5471230606215658,-1.879061313278309,-0.9617944980734638,-0.5468733707000353,0.3694723117173661,-0.48975573024242647,0.4304910303686859,0.344111253979813,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-1.6499279064288979,-0.017140679689054545,-1.4927823686367523,0.21851973034969926,0.3694723117173661,0.13511381444934428,-1.375449317271318,0.7991908145598029,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.12414945421767976,-0.154276151504311,0.05735777634791077,-1.3122664717497698,0.3694723117173661,0.1306591384988521,-0.47247914345131603,0.344111253979813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.9307073548154204,-0.4530753909066587,-0.9227210545435263,0.9839128313994338,0.3694723117173661,-0.31764325033704566,-0.47247914345131603,-1.5899768784851438,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.12414945421767976,-0.1955282853023964,0.026150391704443436,0.21851973034969926,1.563243916620003,1.3530627163680093,-0.47247914345131603,0.9129607047048003,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.2749023367992436,0.5174646758834283,1.4251851507981461,-0.5468733707000353,1.563243916620003,-0.12750958135921908,0.4304910303686859,0.23034136383481554,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.2594348399761749,-0.09239795080718315,-0.23628059656589737,0.21851973034969926,-0.8242992931852708,0.3681743607682777,0.4304910303686859,0.1734564187623168,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.6584866309930981,0.18020060902070426,1.5701903277567415,-1.3122664717497698,0.3694723117173661,-0.7471145090185899,-1.375449317271318,1.5386951005022864,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.5950710973957977,-0.14256946488593583,-0.5364622462187368,1.7493059324491682,0.3694723117173661,1.024226637113494,-0.47247914345131603,-0.22473819674517434,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.131058226476548,0.10550079917011804,1.0205743454957787,-0.5468733707000353,1.563243916620003,0.4384367496237684,1.333461204188688,-0.3953930319626705,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
-0.21148680320194305,0.18577522169612168,-0.10991637385009703,1.7493059324491682,1.563243916620003,0.10170374482065261,-0.47247914345131603,-1.4762069883401465,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-0.5950710973957977,-0.08459349306159943,-0.5891359450315682,0.21851973034969926,-0.8242992931852708,-0.8831846107790794,0.4304910303686859,-0.5660478671801668,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-1.1704475386865796,0.5553720420762638,-1.020080389104071,-1.3122664717497698,-0.8242992931852708,1.3957871084386395,-1.375449317271318,0.8560757596323015,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.7474739322826935,-2.2664968942197854,-0.6723684799592679,-0.5468733707000353,-0.8242992931852708,1.459569968638869,-1.375449317271318,0.6854209244148054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.028253380669216097,1.4199944680334295,0.5910297388414396,-1.3122664717497698,1.563243916620003,-0.12264993486777315,-1.375449317271318,-0.509162922107668,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1.418746447121939,-0.7173120317214209,0.6874836739709703,-0.5468733707000353,0.3694723117173661,0.9300709863417268,0.4304910303686859,-1.6468618235576427,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.6909671709442613,-0.023830214899555113,-0.505659401746574,-0.5468733707000353,1.563243916620003,0.1168901401064215,1.333461204188688,-0.9073575376151591,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.7954219690569253,0.6479106124881846,1.123712825360669,1.7493059324491682,0.3694723117173661,0.12053487497500617,-1.375449317271318,0.4009961990523117,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.7389152077184932,0.7872759293736078,-0.5085875020341091,-0.5468733707000353,-0.8242992931852708,-0.34072657117141436,-1.375449317271318,-1.0211274277601565,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.49917502384733403,1.0604319504690376,-0.12831974100815827,0.21851973034969926,0.3694723117173661,-0.04125085613605167,0.4304910303686859,-1.134897317905154,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-1.1224995019123478,-0.11636878531147593,-1.001625651765527,0.9839128313994338,0.3694723117173661,-0.7855867104092045,-0.47247914345131603,-0.7935876474701616,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-0.9786553915896523,0.990749292026326,-0.5775712331503163,-0.5468733707000353,0.3694723117173661,1.6148761710946653,1.333461204188688,0.5147660891973092,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
-0.01969465610501573,1.8910492391061593,0.761174197873939,-0.5468733707000353,-0.8242992931852708,0.8061500008098524,-0.47247914345131603,-0.28162314181767306,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.6995258955084617,0.6339740807996422,1.0878243330206823,0.21851973034969926,0.3694723117173661,1.718346144308371,0.4304910303686859,-1.5899768784851438,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.6105385942188664,-1.9727148062253133,-0.11656881222265512,-1.3122664717497698,0.3694723117173661,-0.2749188582664158,-1.375449317271318,-1.1917822629776527,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.5060837961062024,-1.1688556584301921,-1.3360455267103348,-1.3122664717497698,0.3694723117173661,0.3331444089757704,0.4304910303686859,0.5716510342698079,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.1704475386865796,1.868750788404492,-0.6934687815926903,0.21851973034969926,0.3694723117173661,-0.18643279506800234,-0.47247914345131603,1.4818101554297876,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
-1.1704475386865796,0.11051795057799267,-1.129691511709829,0.9839128313994338,-0.8242992931852708,-0.7072249107346369,-1.375449317271318,-0.509162922107668,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1.0831101897023163,-1.954318584396437,-0.5061153120983612,0.9839128313994338,0.3694723117173661,0.6411245053711637,-0.47247914345131603,-0.6798177573251641,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-1.2183955754608113,0.5492399681333051,-1.0369683359378816,3.2800921345486374,1.563243916620003,-1.338371498811192,-1.375449317271318,-1.0211274277601565,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-1.2183955754608113,0.5754406477077647,-1.003712565347652,0.21851973034969926,1.563243916620003,1.6539558282967106,-0.47247914345131603,-0.054083361527678134,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0351621529280846,-0.35050251767898705,0.6890119368403419,0.21851973034969926,0.3694723117173661,-0.8013805615064041,1.333461204188688,-1.7037467686301413,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
